AAPL,Apple Inc,Information Technology,USA,98.41
PENN,Penn National Gaming Inc,Consumer Discretionary,USA,88.76
ERIE,Erie Indemnity Class A,Financials,USA,
FIVN,Five9 Incinary,Information Technology,USA,95.24
CBSH,Commerce Bancshares Inc,Financials,USA,19.15
SYNH,Syneos Health Inc,Health Care,USA,100.0
SEIC,SEI Investments,Financials,USA,95.24
DECK,Deckers Outdoor Corp,Consumer Discretionary,USA,93.27
NVCR,Novocure Ltd,Health Care,USA,83.87
XPO,XPO Logistics Inc,Industrials,USA,100.0
MANH,Manhattan Associates Inc,Information Technology,USA,100.0
G,Genpact Ltd,Information Technology,USA,87.76
UGI,UGI Corp,Utilities,USA,75.0
KSS,Kohls Corporation,Consumer Discretionary,USA,70.11
PEN,Penumbra Inc,Health Care,USA,100.0
WH,Wyndham Hotels & Resorts Inc,Consumer Discretionary,USA,100.0
NBIX,Neurocrine Biosciences Inc,Health Care,USA,98.82
CHH,Choice Hotels International Inc,Consumer Discretionary,USA,26.47
ORI,Old Republic International Corp,Financials,USA,100.0
OLN,Olin Corp,Materials,USA,91.84
WU,Western Union,Information Technology,USA,37.68
AGL,"agilon health, inc-",Health Care,USA,100.0
SF,Stifel Financial Corp,Financials,USA,80.65
NVST,Envista Holdings Corporation,Health Care,USA,100.0
PAG,Penske Automotive Group Inc,Consumer Discretionary,USA,89.74
RGLD,Royal Gold Inc,Materials,USA,94.44
TPL,Texas Pacific Land Trust,Energy,USA,75.0
BYD,Boyd Gaming Corp,Consumer Discretionary,USA,97.01
VRT,"Vertiv Holdings, LLC Class A",Industrials,USA,100.0
BFAM,Bright Horizons Family Solutions,Consumer Discretionary,USA,81.25
SMG,Scotts Miracle Gro,Materials,USA,61.76
PNW,Pinnacle West Corp,Utilities,USA,60.0
DNB,"Dun & Bradstreet Holdings, Inc-",Industrials,USA,100.0
PLNT,Planet Fitness Inc Class A,Consumer Discretionary,USA,97.92
RGA,Reinsurance Group Of America Inc,Financials,USA,51.67
ESTC,Elastic N-V-,Information Technology,USA,100.0
VOYA,Voya Financial Inc,Financials,USA,92.86
SNV,Synovus Financial Corp,Financials,USA,82.35
ATR,Aptargroup Inc,Materials,USA,78.79
COTY,Coty Inc Class A,Consumer Staples,USA,80.6
SITE,Siteone Landscape Supply Inc,Industrials,USA,66.67
WWD,Woodward Inc,Industrials,USA,100.0
PSTG,Pure Storage Inc Class A,Information Technology,USA,98.59
OSK,Oshkosh Corp,Industrials,USA,95.5
PLTK,Playtika Holding Corp-,Communication Services,Israel,100.0
GWRE,Guidewire Software Inc,Information Technology,USA,80.39
ITT,ITT Inc,Industrials,USA,95.56
LECO,Lincoln Electric Holdings Inc,Industrials,USA,95.83
WEX,Wex Inc,Information Technology,USA,92.11
PII,Polaris Industries Inc,Consumer Discretionary,USA,95.31
FAF,First American Financial Corp,Financials,USA,96.0
BLD,Topbuild Corp,Consumer Discretionary,USA,97.62
FSLR,First Solar Inc,Information Technology,USA,63.55
TXG,"10x Genomics, Inc-",Health Care,USA,100.0
ALK,Alaska Air Group Inc,Industrials,USA,91.67
HII,Huntington Ingalls Industries Inc,Industrials,USA,77.78
CACC,Credit Acceptance Corp,Financials,USA,10.53
IPGP,IPG Photonics Corp,Information Technology,USA,96.67
PNFP,Pinnacle Financial Partners Inc,Financials,USA,97.5
BC,Brunswick Corp,Consumer Discretionary,USA,100.0
NXST,Nexstar Media Group Inc,Communication Services,USA,100.0
SMAR,Smartsheet Inc- Class A,Information Technology,USA,100.0
DBX,Dropbox Inc Class A,Information Technology,USA,90.0
LITE,Lumentum Holdings Inc,Information Technology,USA,92.86
GNTX,Gentex Corp,Consumer Discretionary,USA,83.87
CHE,Chemed Corp,Health Care,USA,100.0
EEFT,Euronet Worldwide Inc,Information Technology,USA,100.0
BPOP,Popular Inc,Financials,USA,96.55
OGE,OGE Energy Corp,Utilities,USA,90.91
TPX,Tempur Sealy International Inc,Consumer Discretionary,USA,92.65
VAC,Marriott Vacations Worldwide Corp,Consumer Discretionary,USA,100.0
UA,Under Armour Inc Class C,Consumer Discretionary,USA,81.1
UAA,Under Armour Inc Class A,Consumer Discretionary,USA,81.1
AN,AutoNation Inc,Consumer Discretionary,USA,42.55
IBKR,Interactive Brokers Group Inc,Financials,USA,68.42
NYT,New York Times Class A,Communication Services,USA,78.57
BOKF,BOK Financial Corp,Financials,USA,75.0
MTZ,Mastec Inc,Industrials,USA,100.0
PLAN,"Anaplan, Inc-",Information Technology,USA,98.46
TNDM,Tandem Diabetes Care Inc,Health Care,USA,93.33
PVH,PVH Corp,Consumer Discretionary,USA,95.04
TWKS,"Thoughtworks Holding, Inc",Information Technology,USA,100.0
PB,Prosperity Bancshares Inc,Financials,USA,80.0
PPC,Pilgrims Pride Corp,Consumer Staples,USA,100.0
CASY,Caseys General Stores Inc,Consumer Staples,USA,93.62
RNR,Renaissancere Holding Ltd,Financials,USA,76.6
FCNCA,First Citizens Bancshares Inc Class A,Financials,USA,100.0
NOV,National Oilwell Varco Inc,Energy,USA,80.0
PEGA,Pegasystems Inc,Information Technology,USA,100.0
POST,Post Holdings Inc,Consumer Staples,USA,100.0
GMED,Globus Medical Inc Class A,Health Care,USA,92.41
SRPT,Sarepta Therapeutics Inc,Health Care,USA,93.8
EHC,Encompass Health Corp,Health Care,USA,97.22
OMF,Onemain Holdings Inc,Financials,USA,95.92
DKS,Dicks Sporting Inc,Consumer Discretionary,USA,97.2
GH,Guardant Health Inc,Health Care,USA,100.0
DCI,Donaldson Inc,Industrials,USA,90.0
COHR,Coherent Inc,Information Technology,USA,96.97
OLED,Universal Display Corp,Information Technology,USA,92.31
OPEN,Opendoor Technologies Inc,Real Estate,USA,100.0
AXTA,Axalta Coating Systems Ltd,Materials,USA,96.43
AZTA,"Azenta, Inc-",Information Technology,USA,91.67
TOL,Toll Brothers Inc,Consumer Discretionary,USA,68.75
HOG,Harley Davidson Inc,Consumer Discretionary,USA,79.41
SKX,Skechers USA Inc,Consumer Discretionary,USA,93.94
NLSN,Nielsen Holdings Plc,Industrials,USA,93.9
CVNA,Carvana Class A,Consumer Discretionary,USA,87.91
AYI,Acuity Brands Inc,Industrials,USA,92.86
COLM,Columbia Sportswear,Consumer Discretionary,USA,91.23
LFUS,Littelfuse Inc,Information Technology,USA,94.44
X,United States Steel Corporation,Materials,USA,58.77
NVAX,Novavax Inc,Health Care,USA,92.86
CHNG,Change Healthcare Inc-,Health Care,USA,100.0
SHC,Sotera Health Co,Health Care,USA,100.0
REYN,Reynolds Consumer Products Inc-,Consumer Staples,USA,100.0
GPK,Graphic Packaging Holding,Materials,USA,98.46
NTRA,Natera Inc,Health Care,USA,100.0
CACI,CACI International Inc,Industrials,USA,95.08
MAN,Manpower Inc,Industrials,USA,90.79
BEPC,Brookfield Renewable Corporation Class A,Utilities,Canada,66.67
CR,Crane,Industrials,USA,97.96
FLO,Flowers Foods Inc,Consumer Staples,USA,87.5
LPX,Louisiana Pacific Corp,Materials,USA,63.27
ESI,Element Solutions Inc-,Materials,USA,46.43
CFX,Colfax Corp,Industrials,USA,73.33
VVV,Valvoline Inc,Materials,USA,75.0
INGR,Ingredion Inc,Consumer Staples,USA,87.5
SLM,Sallie Mae,Financials,USA,100.0
UNM,Unum Group,Financials,USA,67.74
HFC,HollyFrontier Corp,Energy,USA,71.76
LSTR,Landstar System Inc,Industrials,USA,46.0
ADT,ADT Inc-,Industrials,USA,90.7
EXEL,Exelixis Inc,Health Care,USA,96.97
SON,Sonoco Products,Materials,USA,53.66
JHG,Janus Henderson Group Plc,Financials,USA,46.15
AMG,Affiliated Managers Group Inc,Financials,USA,97.96
PACW,Pacwest Bancorp,Financials,USA,100.0
OZK,Bank of the Ozarks,Financials,USA,81.82
WTFC,Wintrust Financial Corp,Financials,USA,100.0
NCR,NCR Corp,Information Technology,USA,100.0
NVT,Nvent Electric Plc,Industrials,USA,100.0
MDU,MDU Resources Group Inc,Utilities,USA,75.0
NFG,National Fuel Gas,Utilities,USA,95.45
IART,Integra Lifesciences Holdings Corp,Health Care,USA,89.47
EXP,Eagle Materials Inc,Materials,USA,98.15
AMBP,Ardagh Metal Packaging S-A-,Materials,Luxembourg,
NTNX,Nutanix Inc Class A,Information Technology,USA,94.2
SPR,Spirit Aerosystems Inc,Industrials,USA,90.1
YETI,"Yeti Holdings, Inc-",Consumer Discretionary,USA,100.0
WBS,Webster Financial Corp,Financials,USA,89.39
QS,QuantumScape Corporation Class A,Consumer Discretionary,USA,66.67
TDC,Teradata Corp,Information Technology,USA,63.93
ASH,Ashland Global Inc,Materials,USA,97.5
GPS,Gap Inc,Consumer Discretionary,USA,60.78
CW,Curtiss Wright Corp,Industrials,USA,100.0
SRCL,Stericycle Inc,Industrials,USA,76.32
NYCB,New York Community Bancorp,Financials,USA,51.28
PRI,Primerica Inc,Financials,USA,92.86
ATUS,"Altice USA, Inc- Class A",Communication Services,USA,98.08
MSA,MSA Safety Inc,Industrials,USA,100.0
ALGM,"Allegro MicroSystems, Inc-",Information Technology,USA,100.0
HBI,Hanesbrands Inc,Consumer Discretionary,USA,94.67
NATI,National Instruments Corp,Information Technology,USA,92.86
IDA,"IDACORP, Inc-",Utilities,USA,61.54
HHC,Howard Hughes Corp,Real Estate,USA,100.0
THO,Thor Industries Inc,Consumer Discretionary,USA,94.34
CLH,Clean Harbors Inc,Industrials,USA,94.12
TNL,Travel & Leisure Co-,Consumer Discretionary,USA,100.0
VSCO,Victorias Secret & Co-,Consumer Discretionary,USA,100.0
LEG,Leggett & Platt Inc,Consumer Discretionary,USA,100.0
H,Hyatt Hotels Corp Class A,Consumer Discretionary,USA,80.33
TMX,"Terminix Global Holdings, Inc-",Consumer Discretionary,USA,100.0
TKR,Timken,Industrials,USA,93.48
UNVR,"Univar Solutions, Inc-",Industrials,USA,91.3
PRGO,Perrigo Plc,Health Care,USA,89.47
MTG,MGIC Investment Corp,Financials,USA,91.89
JBLU,Jetblue Airways Corp,Industrials,USA,79.49
WEN,Wendys,Consumer Discretionary,USA,87.8
DRVN,Driven Brands Holdings Inc-,Industrials,USA,100.0
MCW,"Mister Car Wash, Inc-",Consumer Discretionary,USA,100.0
CDK,CDK Global Inc,Information Technology,USA,75.0
WIX,Wix-Com Ltd,Information Technology,Israel,98.92
THG,Hanover Insurance Group Inc,Financials,USA,93.33
DLB,Dolby Laboratories Inc Class A,Information Technology,USA,72.73
HLF,Herbalife Ltd,Consumer Staples,USA,96.97
FCN,FTI Consulting Inc,Industrials,USA,100.0
DTM,"DT Midstream, Inc-",Energy,USA,100.0
AXS,Axis Capital Holdings Ltd,Financials,USA,61.7
AL,Air Lease Corp,Industrials,USA,89.66
ACHC,Acadia Healthcare Company Inc,Health Care,USA,97.67
CRUS,Cirrus Logic Inc,Information Technology,USA,80.72
EVR,Evercore Inc- Class A,Financials,USA,96.97
RUN,Sunrun Inc,Industrials,USA,93.22
CHPT,"ChargePoint Holdings, Inc-",Industrials,USA,100.0
TFSL,TFS Financial Corp,Financials,USA,100.0
IAA,"IAA, Inc-",Industrials,USA,100.0
CC,Chemours Company,Materials,USA,96.88
INFA,Informatica Inc-,Information Technology,USA,100.0
MRTX,Mirati Therapeutics Inc,Health Care,USA,96.49
MCFE,McAfee Corp-,Information Technology,USA,100.0
SLGN,Silgan Holdings Inc,Materials,USA,64.71
VMI,Valmont Inds Inc,Industrials,USA,88.24
NFE,New Fortress Energy LLC - Class A,Energy,USA,100.0
SAIC,Science Applications International,Industrials,USA,100.0
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Discretionary,USA,93.68
ICUI,ICU Medical Inc,Health Care,USA,100.0
AMED,Amedisys Inc,Health Care,USA,88.89
RARE,Ultragenyx Pharmaceutical Inc,Health Care,USA,96.15
HXL,Hexcel Corp,Industrials,USA,85.25
IONS,Ionis Pharmaceuticals Inc,Health Care,USA,66.67
UMPQ,Umpqua Holdings Corp,Financials,USA,80.77
PYCR,Paycor HCM Inc,Information Technology,USA,100.0
AWI,Armstrong World Industries Inc,Industrials,USA,79.31
GTES,Gates Industrial Corporation Plc,Industrials,USA,100.0
AZEK,The AZEK Company Inc- Class A,Industrials,USA,100.0
BHF,Brighthouse Financial,Financials,USA,28.57
HE,Hawaiian Electric Industries Inc,Utilities,USA,20.0
NEWR,New Relic Inc,Information Technology,USA,90.91
DV,"DoubleVerify Holdings, Inc-",Information Technology,USA,100.0
FNB,FNB Corp,Financials,USA,100.0
PINC,Premier Inc Class A,Health Care,USA,91.49
FL,Foot Locker Inc,Consumer Discretionary,USA,94.96
SEB,Seaboard Corp,Consumer Staples,USA,
ALSN,Allison Transmission Holdings Inc,Industrials,USA,90.16
FLS,Flowserve Corp,Industrials,USA,81.69
R,Ryder System Inc,Industrials,USA,96.15
MSP,Datto Holding Corp-,Information Technology,USA,100.0
MNDT,"Mandiant, Inc-",Information Technology,USA,0.0
MRVI,"Maravai LifeSciences Holdings, Inc",Health Care,USA,100.0
CHGG,Chegg Inc,Consumer Discretionary,USA,100.0
VNT,Vontier Corporation,Information Technology,USA,100.0
WOOF,"Petco Health and Wellness Company, Inc- - Class A",Consumer Discretionary,USA,91.67
NCNO,"nCino, Inc-",Information Technology,USA,100.0
HRB,H&R Block Inc,Consumer Discretionary,USA,80.0
HAYW,"Hayward Holdings, Inc-",Consumer Discretionary,USA,100.0
AVT,Avnet Inc,Information Technology,USA,73.33
BWXT,BWX Technologies Inc,Industrials,USA,88.24
LAZ,"Lazard, LTD-",Financials,USA,73.81
SAM,Boston Beer Inc Class A,Consumer Staples,USA,66.67
KEX,Kirby Corp,Industrials,USA,90.57
AGO,Assured Guaranty Ltd,Financials,USA,100.0
FRPT,Freshpet Inc,Consumer Staples,USA,88.89
XRX,Xerox Corp,Information Technology,USA,42.86
VIRT,Virtu Financial Inc Class A,Financials,USA,68.97
SIX,Six Flags Entertainment Corp,Consumer Discretionary,USA,94.44
JAMF,Jamf Holding Corp-,Information Technology,USA,100.0
LESL,"Leslies, Inc-",Consumer Discretionary,USA,100.0
OSH,"Oak Street Health, Inc-",Health Care,USA,100.0
SABR,Sabre Corp,Information Technology,USA,86.49
SPB,Spectrum Brands Holdings Inc,Consumer Staples,USA,100.0
CERT,"Certara, Inc-",Health Care,USA,100.0
CRI,Carters Inc,Consumer Discretionary,USA,97.62
MSM,MSC Industrial Inc Class A,Industrials,USA,84.09
FHB,First Hawaiian Inc,Financials,USA,62.5
QDEL,Quidel Corp,Health Care,USA,92.31
SWCH,"Switch, Inc- Class A",Information Technology,USA,97.62
TRIP,TripAdvisor Inc,Communication Services,USA,76.84
CNM,"Core & Main, Inc-",Industrials,USA,100.0
AYX,Alteryx Inc Class A,Information Technology,USA,98.48
ADS,Alliance Data Systems Corp,Information Technology,USA,89.53
MSGS,Madison Square Garden Sports Corp- Class A,Communication Services,USA,100.0
BOH,Bank Of Hawaii Corp-,Financials,USA,41.67
KD,"Kyndryl Holdings, Inc-",Information Technology,USA,
JWN,Nordstrom Inc,Consumer Discretionary,USA,70.21
HAIN,Hain Celestial Group Inc,Consumer Staples,USA,93.65
NEU,Newmarket Corp,Materials,USA,50.0
VSAT,Viasat Inc,Information Technology,USA,69.44
LZ,"LegalZoom-com, Inc-",Industrials,USA,100.0
WTM,White Mountains Insurance Group Ltd,Financials,USA,
CVAC,CureVac N-V-,Health Care,Germany,50.0
KMPR,Kemper Corp,Financials,USA,100.0
DSEY,"Diversey Holdings, Ltd-",Materials,USA,100.0
MRCY,Mercury Systems Inc,Industrials,USA,90.0
DCT,Duck Creek Technologies,Information Technology,USA,100.0
TSP,TuSimple Holdings Inc-,Industrials,USA,100.0
MCY,Mercury General Corp,Financials,USA,33.33
CPA,Copa Holdings SA Class A,Industrials,USA,89.74
STNE,Stoneco Ltd- - Class A,Information Technology,Brazil,94.44
FTDR,Frontdoor Inc,Consumer Discretionary,USA,100.0
LOPE,Grand Canyon Education Inc,Consumer Discretionary,USA,100.0
FOUR,"Shift4 Payments, Inc- Class A",Information Technology,USA,91.67
GO,Grocery Outlet Holding Corp-,Consumer Staples,USA,100.0
FIGS,"FIGS, Inc-",Health Care,USA,100.0
QRTEA,"Qurate Retail, Inc- Series A",Consumer Discretionary,USA,75.0
OLLI,Ollies Bargain Outlet Holdings Inc,Consumer Discretionary,USA,88.24
WWE,World Wrestling Entertainment Inc,Communication Services,USA,96.67
IOVA,Iovance Biotherapeutics Inc,Health Care,USA,100.0
SNDR,Schneider National Inc Class B,Industrials,USA,92.45
SPCE,"Virgin Galactic Holdings, Inc-",Industrials,USA,84.21
AI,"C3-ai, Inc- Class A",Information Technology,USA,71.43
FSLY,"Fastly, Inc- Class A",Information Technology,USA,80.95
SGFY,"Signify Health, Inc-",Health Care,USA,100.0
SWI,Solarwinds Corporation,Information Technology,USA,
DH,Definitive Healthcare Corp-,Health Care,USA,100.0
NABL,"N-able, Inc-",Information Technology,USA,100.0
ADPT,Adaptive Biotechnologies Corporation,Health Care,USA,95.45
COMM,Commscope Holding Inc,Information Technology,USA,98.72
VMEO,"Vimeo, Inc-",Communication Services,USA,100.0
SAGE,Sage Therapeutics Inc,Health Care,USA,94.44
NKTR,Nektar Therapeutics,Health Care,USA,90.0
EVBG,Everbridge Inc,Information Technology,USA,97.06
LMND,"Lemonade, Inc-",Financials,USA,75.0
SLVM,Sylvamo Corporation,Materials,USA,50.0
RKT,"Rocket Companies, Inc- Class A",Financials,USA,70.0
BYND,"Beyond Meat, Inc-",Consumer Staples,USA,40.43
SKLZ,Skillz Inc- Class A,Communication Services,USA,100.0
SHLS,"Shoals Technologies Group, Inc-",Industrials,USA,100.0
VRM,"Vroom, Inc-",Consumer Discretionary,USA,100.0
FLNC,"Fluence Energy, Inc-",Industrials,USA,100.0
LYLT,Loyalty Ventures Inc-,Communication Services,USA,
PSFE,Paysafe Limited,Information Technology,Bermuda,100.0
UWMC,UWM Holdings Corporation Class A,Financials,USA,100.0
GOCO,"GoHealth, Inc- - Class A",Financials,USA,80.0
PANL,Pangaea Logistics Solutions Ltd,Industrials,USA,80.0
VIAC,ViacomCBS Inc- - Class B,Communication Services,USA,72.73
